NO.,시설구분,단말번호,관측소코드,위도,경도,고도,주소,설치층수,건물전체층수,제조사,연결상태,축보정,설치시점,수신시간,등록순번,시설구분세부,H3 Cell,Same_H3_Count,H3_Category,센서 품질,Sensor_Replacement_Status,통신품질기준,Communication_Quality_Status,Image_Link_1,Image_Link_2
111,SKM,01227587394,ULJ05,36.7326,129.475,19.04,경북 울진군 평해읍 제장로 129-32,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,276,SKT1,8530eaa7fffffff,4,부족,10,교체불필요,-,,,
112,SKM,01227587400,GUM03,36.0855,128.3592,55.45,경북 구미시 상사동로 10,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,298,SKT2,8530c53bfffffff,20,양호,8,교체불필요,-,,,
113,SKM,01227587404,AND03,36.5498,128.7338,117.2,경북 안동시 강남7길 23-9,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,255,SKT1,8530ead7fffffff,10,양호,9,교체불필요,-,,,
114,SKM,01227587405,DDK08,35.6948,128.4448,23.36,대구 달성군 현풍읍 비슬로130길 102,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,490,SKT1,8530c1d7fffffff,6,양호,9,교체불필요,-,,,
115,SKM,01227587407,KYU0B,35.8358,129.2864,108.37,경북 경주시 보문로 545-18,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1268,SKT1,8530c1a7fffffff,7,양호,9,교체불필요,-,,,
116,SKM,01227587411,DSG01,35.8692,128.5468,47.88,대구 서구 국채보상로 143,4,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,210,SKT1,8530c193fffffff,81,초과밀,10,교체불필요,-,,,
117,FSM,01227587420,CNY0B,35.5504,128.4791,26.76,경남 창녕군 대지면 우포2로 1097,1,3,우리넷,disc.,45,21년8월,2024.03.26 16:37:50,5296,소방청,-,,,,,-,,,
118,SKM,01227587422,POH0A,36.0216,129.3527,7.09,경북 포항시 북구 포스코대로 256-1,2,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1097,SKT2,8530ea63fffffff,20,양호,4,교체권장,-,,,
119,SKM,01227587427,CHI07,36.0771,128.4146,55.78,경북 칠곡군 석적읍 유학로 48,1,5,우리넷,disc.,45,20년5월,2022.07.18 11:22:09,2853,대리점,-,,,,,-,,,
120,SKM,01227587438,POH02,35.9889,129.357,5.63,경북 포항시 남구 연일읍 철강로 129,4,5,우리넷,normal,0,20년1월,2024.09.30 08:57:58,238,SKT1,8530ea6bfffffff,15,양호,9,교체불필요,-,,,
121,SKM,01227587440,DPG09,35.9016,128.5421,25.39,대구 북구 매천로18길 34,3,5,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1934,SKT1,8530c193fffffff,81,초과밀,,,-,,,
122,SKM,01227587443,GUM06,36.11,128.4197,35.5,경북 구미시 수출대로 492-14,2,2,우리넷,normal,45,20년1월,2024.09.30 08:57:58,449,SKT2,8530c53bfffffff,20,양호,,,2,통품 불안정,,
123,SKM,01227587444,MOK08,34.8045,126.3969,7.31,전남 목포시 영산로 284,7,8,우리넷,disc.,0,20년1월,2024.07.10 21:04:12,1300,SKT1,-,,,,,-,,,
124,SKM,01227587446,KYU03,35.8435,129.1816,50.71,경북 경주시 충효녹지길 88,1,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,239,SKT1,8530c1b7fffffff,13,양호,9,교체불필요,-,,,
125,SKM,01227587448,GUM05,36.11,128.4197,35.5,경북 구미시 수출대로 492-14,1,2,우리넷,normal,45,20년1월,2024.09.30 08:57:58,447,SKT1,8530c53bfffffff,20,양호,9,교체불필요,-,,,
126,FSM,01227587449,KOH0V,34.5659,127.1739,8.36,전남 고흥군 도덕면 고흥로 459,2,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6461,소방청,8530c213fffffff,9,양호,10,교체불필요,-,,,
127,SKM,01227587450,MOO02,36.5898,128.1949,84.35,경북 문경시 중앙로 42,2,2,우리넷,normal,45,20년1월,2024.09.30 08:57:58,1624,SKT2,8530ee4bfffffff,9,양호,7,교체불필요,-,,,
128,SKM,01227587452,DDS0D,35.8551,128.5736,51.51,대구 달서구 성당로51길 5,1,2,우리넷,normal,45,20년1월,2024.09.30 08:57:58,1722,SKT1,8530c193fffffff,81,초과밀,10,교체불필요,-,,,
129,SKM,01227587455,YOY01,36.6712,129.0991,525.73,경북 영양군 영양읍 함박산1길 207,1,1,우리넷,disc.,0,20년1월,2022.12.24 07:34:29,631,SKT1,-,,,,,-,,,
130,FSM,01227587456,YODC0,36.2357,127.7229,104.09,충북 영동군 심천면 심천로 74,2,2,우리넷,disc.,45,21년8월,2024.08.06 17:35:25,6987,소방청,-,,,,,-,,,
131,SKM,01227587457,DSS0N,35.825,128.6102,72.25,대구 수성구 파동로 252,1,1,우리넷,disc.,45,20년5월,0,2854,대리점,-,,,,,-,,,
132,SKM,01227587461,PSH08,35.0777,128.9767,3.19,부산 사하구 다대로 274,1,2,우리넷,disc.,45,20년5월,2021.08.02 13:52:26,2951,대리점,-,,,,,-,,,
133,SKM,01227587462,YOY02,36.702,129.1295,271.54,경북 영양군 일월면 영양로 2426,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,799,SKT2,8530eabbfffffff,1,부족,9,교체불필요,-,,,
134,SKM,01227587464,GUWBZ,36.1486,128.5988,112.67,대구 군위군 효령면 거매2길 4-6,1,1,우리넷,normal,0,22년 하반기 이후,2024.09.30 08:57:58,7397,SKT1,8530c537fffffff,8,양호,,,-,,,
135,SKM,01227587465,PJG06,35.0984,129.0297,13.23,부산 중구 구덕로 54-1,1,20,우리넷,disc.,45,20년5월,2022.02.24 15:21:10,3104,대리점,-,,,,,-,,,
136,FSM,01227587466,KOH13,34.7721,127.2849,12.49,전남 고흥군 대서면 봉두로 577,1,1,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6659,소방청,8530c287fffffff,7,양호,10,교체불필요,-,,,
137,SKM,01227587469,JSP09,33.4403,126.88,64.51,제주 서귀포시 성산읍 서성일로 940,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1586,SKT1,8530d10bfffffff,3,부족,10,교체불필요,-,,,
138,SKM,01227587470,HNA01,34.5726,126.6095,52.02,전남 해남군 해남읍 북부순환로 20,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,452,SKT2,8530c66bfffffff,7,양호,8,교체불필요,-,,,
139,SKM,01227587471,DDS06,35.8425,128.4877,18.83,대구 달서구 호산동로 84-18,2,2,우리넷,normal,45,20년1월,2024.09.30 08:57:58,398,SKT2,8530c567fffffff,17,양호,10,교체불필요,-,,,
140,SKM,01227587472,SAJ05,36.4024,128.1495,70.5,경북 상주시 경상대로 2860,2,2,우리넷,normal,45,20년1월,2024.09.30 08:57:58,1622,SKT2,8530c587fffffff,5,부족,7,교체불필요,-,,,
141,SKM,01227587475,AND05,36.5629,128.7022,131.69,경북 안동시 광명로 178,7,7,우리넷,normal,0,20년1월,2024.09.30 08:57:58,283,SKT1,8530ee6ffffffff,7,양호,10,교체불필요,-,,,
142,SKM,01227587478,PJI0Q,35.1579,129.0561,24.33,부산 부산진구 가야대로 773,1,1,우리넷,disc.,45,20년5월,2023.06.02 08:55:29,3015,대리점,-,,,,,-,,,
143,SKM,01227587479,PYJ05,35.1884,129.0814,10.8,부산 연제구 중앙대로 1130,1,20,우리넷,disc.,45,20년5월,2020.08.08 18:41:30,2893,대리점,-,,,,,-,,,
144,SKM,01227587481,KYU02,35.8926,129.0507,94.66,경북 경주시 서면 아화3길 24-4,4,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,224,SKT1,8530c1b3fffffff,4,부족,10,교체불필요,-,,,
145,SKM,01227587483,YDK01,36.3506,129.3828,70.94,경북 영덕군 강구면 해상공원길 113-7,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,323,SKT1,8530ea3bfffffff,6,양호,8,교체불필요,-,,,
146,SKM,01227587484,GUM0J,36.1559,128.4317,55.83,경북 구미시 산동읍 신당2로 29,1,8,우리넷,normal,45,20년5월,2024.09.30 08:57:58,2889,대리점,8530c533fffffff,9,양호,10,교체불필요,-,,,
147,SKM,01227587485,DDS05,35.8425,128.4877,18.83,대구 달서구 호산동로 84-18,1,2,우리넷,normal,45,20년1월,2024.09.30 08:57:58,396,SKT1,8530c567fffffff,17,양호,9,교체불필요,-,,,
148,SKM,01227587486,BON02,36.89,128.7338,191.1,경북 봉화군 봉화읍 꽃동네길 17,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,329,SKT2,8530ee2bfffffff,5,부족,7,교체불필요,-,,,
149,SKM,01227587487,YOC07,35.9614,128.9368,73.25,경북 영천시 역전로 32-1,1,2,우리넷,disc.,0,20년5월,0,3115,대리점,-,,,,,-,,,
150,FSM,01227587488,HAA0H,35.2646,128.3433,21.75,경남 함안군 군북면 함마대로 760,1,1,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7225,소방청,8530c027fffffff,13,양호,10,교체불필요,-,,,
151,SKM,01227587489,GUM09,36.1206,128.3528,34.93,경북 구미시 구미중앙로 294,1,3,우리넷,disc.,0,20년1월,2023.04.20 10:41:21,1143,SKT1,-,,,,,-,,,
152,SKM,01227587491,PJI0P,35.1612,129.063,17.72,부산 부산진구 동성로 147,1,2,우리넷,disc.,0,20년5월,2023.10.14 13:09:02,2722,대리점,-,,,,,-,,,
153,SKM,01227587493,POH09,36.0088,129.3364,7.83,경북 포항시 남구 효자로118번길 34,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,362,SKT2,8530ea6bfffffff,15,양호,9,교체불필요,-,,,
154,SKM,01227587496,ULJ0A,36.6782,129.4404,8.09,경북 울진군 후포면 삼율로 7-11,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1714,SKT2,8530eaaffffffff,4,부족,4,교체권장,-,,,
155,SKM,01227587497,POH08,36.0088,129.3364,7.83,경북 포항시 남구 효자로118번길 34,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,360,SKT2,8530ea6bfffffff,15,양호,9,교체불필요,-,,,
156,SKM,01227587499,JJJ02,33.4588,126.3174,31.37,제주 제주시 애월읍 애월리 2299-3,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1187,SKT1,8530d1cbfffffff,12,양호,9,교체불필요,-,,,
157,KSM,01227587500,SAJCE,36.4079,128.1575,92,경북 상주시 남산2길 322,1,1,우리넷,normal,0,24년6월,2024.09.30 08:57:58,7802,기상청관측소,8530c587fffffff,5,부족,10,교체불필요,-,,,
158,SKM,01227587502,POH0H,36.0669,129.3814,21.7,경북 포항시 북구 용두산길 38,4,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,2002,SKT1,8530ea63fffffff,20,양호,7,교체불필요,-,,,
159,FSM,01227587503,KOH0X,34.5659,127.1739,8.36,전남 고흥군 도덕면 고흥로 459,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6463,소방청,8530c213fffffff,9,양호,9,교체불필요,-,,,
160,SKM,01227587505,PPG0C,35.2354,129.012,7.28,부산 북구 금곡대로303번길 25,1,6,우리넷,disc.,0,20년5월,2023.03.22 19:48:46,3145,대리점,-,,,,,-,,,
161,SKM,01227587506,DDS07,35.8336,128.5091,21.8,대구 달서구 성서공단로50길 24,3,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,871,SKT1,8530c567fffffff,17,양호,10,교체불필요,-,,,
162,SKM,01227587508,GUM08,36.139,128.4439,35.53,경북 구미시 산동읍 산호대로43길 8-19,2,3,우리넷,normal,45,20년1월,2024.09.30 08:57:58,454,SKT1,8530c533fffffff,9,양호,3,교체필요,-,,,
163,SKM,01227587509,AND06,36.6652,128.6146,587.77,경북 안동시 북후면 학가산길 437,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,309,SKT1,8530ee6ffffffff,7,양호,9,교체불필요,-,,,
164,SKM,01227587511,DDS0Q,35.8557,128.5526,31.14,대구 달서구 달구벌대로 1708,1,5,우리넷,normal,45,20년5월,2024.09.30 08:57:58,2892,대리점,8530c193fffffff,81,초과밀,7,교체불필요,-,,,
165,SKM,01227587512,PHW0R,35.1678,129.1407,11.22,부산 해운대구 해운대로 407,1,9,우리넷,disc.,45,20년5월,2023.05.18 12:33:03,3066,대리점,-,,,,,-,,,
166,SKM,01227587513,DPG05,35.9026,128.6137,41.87,대구 북구 대불로 23,1,3,우리넷,normal,0,20년1월,2024.09.30 08:57:58,508,SKT1,8530c193fffffff,81,초과밀,9,교체불필요,-,,,
167,SKM,01227587515,CHI05,35.9871,128.4058,37.13,경북 칠곡군 왜관읍 평장2길 25,1,2,우리넷,normal,45,20년1월,2024.09.30 08:57:58,335,SKT1,8530c52bfffffff,11,양호,10,교체불필요,-,,,
168,SKM,01227587516,PSS0F,35.15,129.0129,49.74,부산 사상구 가야대로366번길 25,1,4,우리넷,normal,0,20년5월,2024.09.30 08:57:58,3114,대리점,8530c16bfffffff,77,초과밀,9,교체불필요,-,,,
169,SKM,01227587519,DDH04,35.9109,128.6367,31.33,대구 동구 팔공로25길 40,2,3,우리넷,normal,45,20년1월,2024.09.30 08:57:58,263,SKT1,8530c193fffffff,81,초과밀,10,교체불필요,-,,,
170,FSM,01227587520,NAMC4,34.8297,128.0061,8.49,경남 남해군 삼동면 동부대로 1795,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6779,소방청,8530c3d7fffffff,4,부족,8,교체불필요,-,,,
171,SKM,01227587523,PSH0A,35.1067,128.9668,4.53,부산 사하구 낙동남로 1419,1,1,우리넷,normal,45,20년5월,2024.09.30 08:57:58,3067,대리점,8530c16bfffffff,77,초과밀,10,교체불필요,-,,,
172,SKM,01227587526,KYS12,35.9019,128.8489,82.76,경북 경산시 진량읍 대구대로 201,5,5,우리넷,normal,0,22년 하반기 이후,2024.09.30 08:57:58,7394,SKT1,8530c197fffffff,10,양호,,,-,,,
173,SKM,01227587527,YOC04,35.9595,128.9156,72.93,경북 영천시 오수2길 26,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,297,SKT2,8530ea4bfffffff,13,양호,8,교체불필요,-,,,
174,SKM,01227587532,CHS04,36.2857,128.9553,283.91,경북 청송군 안덕면 명당1길 32,1,1,우리넷,normal,45,20년1월,2024.09.30 08:57:58,1401,SKT2,8530eacffffffff,4,부족,10,교체불필요,-,,,
175,SKM,01227587534,DDH09,35.8735,128.7121,52.92,대구 동구 반야월북로 131-4,2,3,우리넷,normal,45,20년1월,2024.09.30 08:57:58,569,SKT2,8530c197fffffff,10,양호,7,교체불필요,-,,,
176,FSM,01227587538,DAN0G,37.1019,128.3584,236.47,충북 단양군 어상천면 어상천로 928-1,2,2,우리넷,disc.,45,21년8월,2021.10.22 09:39:14,7201,소방청,-,,,,,-,,,
177,SKM,01227587541,PGJ0B,35.2379,129.0886,21,부산 금정구 중앙대로1719번길 64,1,5,우리넷,normal,45,20년5월,2024.09.30 08:57:58,2980,대리점,8530c163fffffff,97,초과밀,8,교체불필요,-,,,
178,SKM,01227587542,PJI0R,35.1646,129.0395,48.19,부산 부산진구 당감로 34,1,3,우리넷,normal,45,20년5월,2024.09.30 08:57:58,2985,대리점,8530c163fffffff,97,초과밀,9,교체불필요,-,,,
179,FSM,01227587545,BOSC0,34.8385,127.3155,15.64,전남 보성군 벌교읍 녹색로 5247,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7074,소방청,8530c04bfffffff,6,양호,10,교체불필요,-,,,
180,SKM,01227587546,GUM04,36.0855,128.3592,55.45,경북 구미시 상사동로 10,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,299,SKT2,8530c53bfffffff,20,양호,9,교체불필요,-,,,
181,SKM,01227587548,DSS03,35.8297,128.6929,105.37,대구 수성구 노변동 650,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,280,SKT1,8530c183fffffff,24,과밀,7,교체불필요,-,,,
182,SKM,01227587550,DDK03,35.7742,128.4238,26.65,대구 달성군 논공읍 금강로1길 22-9,2,3,우리넷,normal,45,20년1월,2024.09.30 08:57:58,257,SKT1,8530c56ffffffff,4,부족,10,교체불필요,-,,,
183,SKM,01227587551,PJI0O,35.1538,129.0589,15.91,부산 부산진구 중앙대로 683-1,1,3,우리넷,disc.,45,20년5월,2021.06.26 12:34:01,2755,대리점,-,,,,,-,,,
184,SKM,01227587552,KYS14,35.8205,128.726,62.29,경북 경산시 옥산로 57,1,3,우리넷,normal,0,22년 하반기 이후,2024.09.30 08:57:58,7396,SKT1,8530c183fffffff,24,과밀,9,교체불필요,-,,,
185,SKM,01227587554,SJR0D,37.5704,127.0095,27.18,서울 종로구 율곡로 지하 308,3,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1426,SKT1,8530e1dbfffffff,153,초과밀,10,교체불필요,-,,,
186,SKM,01227587555,PGJ09,35.2313,129.0847,28.44,부산 금정구 부산대학로 59,1,4,우리넷,disc.,45,20년5월,2023.05.24 09:41:13,2954,대리점,-,,,,,-,,,
187,SKM,01227587556,GUM0N,36.099,128.4254,38.58,경북 구미시 인동16길 5,1,4,우리넷,disc.,45,20년5월,2021.01.29 10:47:08,3055,대리점,-,,,,,-,,,
188,SKM,01227587557,EUI05,36.3915,128.684,208.15,경북 의성군 의성읍 업리 579,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1689,SKT1,8530eadbfffffff,9,양호,9,교체불필요,-,,,
189,FSM,01227587558,BOSBX,34.7802,127.2014,11.38,전남 보성군 득량면 예당길 186,1,1,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6947,소방청,8530c287fffffff,7,양호,5,교체검토,-,,,
190,SKM,01227587559,POH06,36.1109,129.3479,18.24,경북 포항시 북구 흥해읍 흥해로 70,6,7,우리넷,normal,0,20년1월,2024.09.30 08:57:58,300,SKT1,8530ea63fffffff,20,양호,10,교체불필요,-,,,
191,SKM,01227587562,YOJ04,36.8089,128.624,140.88,경북 영주시 시청로 29,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1594,SKT2,8530ee77fffffff,10,양호,4,교체권장,-,,,
192,SKM,01227587564,DDH0A,35.9419,128.6384,57.75,대구 동구 파계로6길 56,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1986,SKT1,8530c52ffffffff,5,부족,8,교체불필요,-,,,
193,SKM,01227587565,GOR01,35.7283,128.2734,24.87,경북 고령군 대가야읍 일량로 10-1,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,476,SKT2,8530c56bfffffff,3,부족,8,교체불필요,-,,,
194,SKM,01227587566,CHA1A,35.2235,128.6857,24.36,경남 창원시 성산구 마디미로3번길 2,1,8,우리넷,normal,45,20년5월,2024.09.30 08:57:58,3143,대리점,8530c147fffffff,23,과밀,10,교체불필요,-,,,
195,SKM,01227587567,PHW0V,35.1635,129.1618,11.32,부산 해운대구 중동1로 17,1,7,우리넷,disc.,45,20년5월,0,2709,대리점,-,,,,,-,,,
196,SKM,01227587568,JIJ0G,35.1533,128.1064,25.22,경남 진주시 진주대로 522,1,7,우리넷,disc.,0,20년5월,2020.11.27 19:36:55,2968,대리점,-,,,,,-,,,
197,FSM,01227587571,BOSBY,34.8065,127.2453,10.27,전남 보성군 조성면 조성로 90-6,1,1,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6948,소방청,8530c287fffffff,7,양호,1,교체필수,-,,,
198,SKM,01227587572,DJG03,35.8653,128.5962,43.31,대구 중구 달구벌대로 2125,8,10,우리넷,disc.,0,20년1월,2024.01.03 11:55:18,272,SKT1,-,,,,,-,,,
199,SKM,01227587575,YUS05,34.8731,127.7067,29.66,전남 여수시 묘도1길 25-53,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,456,SKT1,8530c06bfffffff,1,부족,9,교체불필요,-,,,
200,SKM,01227587577,PJI0T,35.1509,129.0245,61.8,부산 부산진구 냉정로 226,1,4,우리넷,normal,0,20년5월,2024.09.30 08:57:58,2717,대리점,8530c16bfffffff,77,초과밀,10,교체불필요,-,,,
201,SKM,01227587578,YOJ01,36.8016,128.6102,145.83,경북 영주시 한정로 56,3,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,305,SKT1,8530ee77fffffff,10,양호,5,교체검토,-,,,
202,SKM,01227587579,ULL01,37.4753,130.8939,19.41,경북 울릉군 울릉읍 울릉순환로 542-2,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1706,SKT1,852e4963fffffff,8,양호,8,교체불필요,-,,,
203,FSM,01227587581,JECBZ,37.1187,128.2041,236.52,충북 제천시 강명길 17,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,5297,소방청,8530ee13fffffff,19,양호,8,교체불필요,-,,,
204,SKM,01227587582,KYS11,35.875,128.8245,67.56,경북 경산시 진량읍 공단1로1길 65-1,1,2,우리넷,normal,45,22년 하반기 이후,2024.09.30 08:57:58,7393,SKT1,8530c187fffffff,5,부족,10,교체불필요,-,,,
205,SKM,01227587583,SUN08,34.9794,127.4838,20.76,전남 순천시 중앙로 379,1,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,637,SKT2,8530c043fffffff,4,부족,8,교체불필요,-,,,
206,SKM,01227587586,PJI0U,35.165,129.0508,37.06,부산 부산진구 신천대로 258,1,13,우리넷,disc.,45,20년5월,2021.11.20 06:48:04,2986,대리점,-,,,,,-,,,
207,FSM,01227587587,KOH12,34.6836,127.3719,18.92,전남 고흥군 과역면 과역로 974,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6658,소방청,8530c2bbfffffff,4,부족,8,교체불필요,-,,,
208,SKM,01227587588,YDK04,36.5405,129.406,10.77,경북 영덕군 영해면 예주시장1길 24,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:57,345,SKT1,8530ea33fffffff,6,양호,4,교체권장,-,,,
209,SKM,01227587589,DSS0D,35.82,128.6409,108.22,대구 수성구 지범로 204,1,5,우리넷,disc.,45,20년5월,2024.07.22 12:41:39,2876,대리점,-,,,,,-,,,
210,SKM,01227587590,CHS03,36.5217,129.0383,206.93,경북 청송군 진보면 돈골길 229,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,827,SKT2,8530ea13fffffff,6,양호,8,교체불필요,-,,,
211,SKM,01227587592,WAS0G,35.3106,129.0053,2.68,경남 양산시 물금읍 증산역로 135,1,11,우리넷,disc.,45,20년5월,2021.04.27 09:20:35,2933,대리점,-,,,,,-,,,
212,SKM,01227587593,SUJ01,35.8318,128.1942,97.9,경북 성주군 수륜면 참별로 902,2,4,우리넷,normal,0,20년1월,2024.09.30 08:57:58,318,SKT1,8530c563fffffff,1,부족,7,교체불필요,-,,,
213,SKM,01227587594,CHA1C,35.2244,128.685,24.48,경남 창원시 성산구 원이대로 654,1,10,우리넷,disc.,0,20년5월,2022.12.21 15:29:02,2952,대리점,-,,,,,-,,,
214,SKM,01227587595,KYS0C,35.8966,128.8045,48.5,경북 경산시 하양읍 하양유원지길 4,1,1,우리넷,disc.,0,20년1월,2024.08.24 09:12:22,346,SKT1,-,,,,,-,,,
215,SKM,01227587596,KYU05,35.8676,129.2215,34.4,경북 경주시 원지길 32,3,3,우리넷,normal,45,20년1월,2024.09.30 08:57:58,256,SKT1,8530c1b7fffffff,13,양호,10,교체불필요,-,,,
216,SKM,01227587600,YOJ03,36.976,128.6497,317.29,경북 영주시 부석면 노곡리 산 29-6,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,370,SKT1,8530ee3bfffffff,3,부족,9,교체불필요,-,,,
217,SKM,01227587603,PSS0E,35.1718,128.9829,1.41,부산 사상구 사상로 303,1,2,우리넷,disc.,45,20년5월,2021.06.04 09:24:05,2702,대리점,-,,,,,-,,,
218,SKM,01227587605,KIC04,36.1301,128.1825,72.95,경북 김천시 율곡동 1087,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,1321,SKT2,8530c507fffffff,14,양호,7,교체불필요,-,,,
219,FSM,01227587606,HADB2,35.1108,127.809,26.09,경남 하동군 횡천면 횡보길 6,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,5298,소방청,8530c073fffffff,7,양호,7,교체불필요,-,,,
220,SKM,01227587608,DSS07,35.8414,128.7008,51.13,대구 수성구 달구벌대로 3144,3,3,우리넷,normal,0,20년1월,2024.09.30 08:57:59,1551,SKT1,8530c183fffffff,24,과밀,10,교체불필요,-,,,
221,FSM,01227587610,KOH0R,34.457,127.123,6.17,전남 고흥군 금산면 거금중앙길 52,1,1,우리넷,normal,45,21년8월,2024.09.30 08:57:58,5299,소방청,8530c213fffffff,9,양호,9,교체불필요,-,,,
222,SKM,01227587611,GUM0E,36.1165,128.3388,50.46,경북 구미시 신시로 97,1,7,우리넷,normal,45,20년5월,2024.09.30 08:57:58,2827,대리점,8530c507fffffff,14,양호,9,교체불필요,-,,,
223,SKM,01227587612,KYU09,35.8107,129.488,196.41,경북 경주시 감포읍 가래실길 167-1,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,348,SKT1,8530ccd3fffffff,11,양호,9,교체불필요,-,,,
224,SKM,01227587614,YEC01,36.6528,128.4567,105.49,경북 예천군 예천읍 중앙로 71-5,2,2,우리넷,normal,0,20년1월,2024.09.30 08:57:58,242,SKT1,8530ee7bfffffff,3,부족,10,교체불필요,-,,,
225,SKM,01227587615,ULJ01,36.8634,129.4044,391.15,경북 울진군 기성면 현종산길 535,1,1,우리넷,normal,0,20년1월,2024.09.30 08:57:58,243,SKT1,8530eab7fffffff,3,부족,4,교체권장,-,,,
226,SKM,01227587618,DDS08,35.8402,128.5451,28.52,대구 달서구 당산로 32,4,5,우리넷,normal,0,20년1월,2024.09.30 08:57:58,873,SKT2,8530c193fffffff,81,초과밀,9,교체불필요,-,,,
227,SKM,01227587619,PHW0S,35.1887,129.1264,69.57,부산 해운대구 재반로 115,1,3,우리넷,normal,45,20년5월,2024.09.30 08:57:58,3070,대리점,8530c16ffffffff,63,초과밀,10,교체불필요,-,,,
228,SKM,01227587621,KIC01,36.1191,128.1241,70.04,경북 김천시 자산로 69-3,4,5,우리넷,normal,0,20년1월,2024.09.30 08:57:58,234,SKT1,8530c503fffffff,11,양호,9,교체불필요,-,,,
229,SKM,01227587622,KYU07,35.7747,129.3015,95.77,경북 경주시 소정1길 11-11,3,3,우리넷,normal,0,20년1월,2024.09.30 08:57:58,311,SKT1,8530c1a7fffffff,7,양호,10,교체불필요,-,,,
